### Random Forest prediction
genome	codon	ori_aa	rea_aa	fitch	Fisher_pval	Gene_frac	N._rea	N._used	Cod._count	Sub._count	G._len	codon_lik	id	prediction	probability	clad_valid	trans_valid
CsaraA	ATA	I	L	0.0	0.142215670925	0.384615384615	0.0551724137931	0.91724137931	0.594262295082	0.0614754098361	2249.0	1.97565667777	4.0	0.0	0.209	0	1
CsuavA	ATT	I	L	0.0	0.72907640246	0.692307692308	0.127659574468	0.787234042553	0.758064516129	0.116935483871	2250.0	1.99564449676	5.0	0.0	0.0	0	0
CsuavA	ATC	I	L	0.0	0.72907640246	0.222222222222	0.0714285714286	0.892857142857	0.112903225806	0.116935483871	2250.0	2.10916874777	7.0	0.0	0.0	0	0
CsuavA	ATA	I	L	0.0	0.72907640246	0.222222222222	0.09375	0.8125	0.129032258065	0.116935483871	2250.0	1.86046511628	4.0	0.0	0.07	0	1
PkluyA	ATT	I	L	0.0	0.273270866796	0.5	0.5	0.5	0.00925925925926	0.157407407407	2247.0	2.64367816092	5.0	0.0	0.031	0	0
PkluyA	ATC	I	L	0.0	0.273270866796	0.2	0.25	0.75	0.037037037037	0.157407407407	2247.0	2.42227662179	7.0	0.0	0.001	0	0
PkluyA	ATA	I	L	0.0	0.273270866796	0.769230769231	0.150485436893	0.747572815534	0.953703703704	0.157407407407	2247.0	2.08755905512	4.0	0.0	0.059	0	1
PcanaA	ATT	I	L	0.0	0.738513584598	0.4	0.10752688172	0.806451612903	0.373493975904	0.124497991968	2250.0	2.01136747327	5.0	0.0	0.0	0	0
PcanaA	ATC	I	L	0.0	0.738513584598	0.166666666667	0.0833333333333	0.916666666667	0.0481927710843	0.124497991968	2250.0	2.12678421495	7.0	0.0	0.0	0	0
PcanaA	ATA	I	L	0.0	0.738513584598	0.666666666667	0.138888888889	0.763888888889	0.578313253012	0.124497991968	2250.0	2.00571934912	4.0	0.0	0.061	0	1
YlipoB	ATT	I	L	0.0	0.647119891794	0.583333333333	0.115384615385	0.833333333333	0.362790697674	0.125581395349	2247.0	2.08679567445	5.0	0.0	0.0	0	0
YlipoB	ATC	I	L	0.0	0.647119891794	0.444444444444	0.152173913043	0.673913043478	0.213953488372	0.125581395349	2247.0	2.03380706288	7.0	0.0	0.0	0	0
YlipoB	ATA	I	L	0.0	0.647119891794	0.583333333333	0.120879120879	0.769230769231	0.423255813953	0.125581395349	2247.0	1.95556104185	4.0	0.0	0.064	0	1
YlipoA	ATT	I	L	0.0	0.701275200354	0.583333333333	0.118421052632	0.828947368421	0.353488372093	0.125581395349	2247.0	2.08841463415	5.0	0.0	0.0	0	0
YlipoA	ATC	I	L	0.0	0.701275200354	0.444444444444	0.148936170213	0.68085106383	0.218604651163	0.125581395349	2247.0	2.03436571913	7.0	0.0	0.0	0	0
YlipoA	ATA	I	L	0.0	0.701275200354	0.583333333333	0.119565217391	0.771739130435	0.427906976744	0.125581395349	2247.0	1.95545220903	4.0	0.0	0.064	0	1
CjadiA	ATT	I	L	0.0	0.31466797219	0.615384615385	0.106796116505	0.825242718447	0.865546218487	0.109243697479	2250.0	2.03476177801	5.0	0.0	0.0	0	0
CjadiA	ATC	I	L	0.0	0.31466797219	0.125	0.0526315789474	0.842105263158	0.0798319327731	0.109243697479	2250.0	1.78909090909	7.0	0.0	0.0	0	0
CjadiA	ATA	I	L	0.0	0.31466797219	0.5	0.230769230769	0.769230769231	0.0546218487395	0.109243697479	2250.0	2.31957671958	4.0	0.0	0.05	0	1
AgossB	ATT	I	L	0.0	2.4054001113e-09	0.857142857143	0.0816326530612	0.816326530612	0.753846153846	0.133333333333	1427.0	1.94002488051	5.0	0.0	0.434	0	0
AgossB	ATA	I	L	0.0	2.4054001113e-09	0.833333333333	0.304347826087	0.108695652174	0.235897435897	0.133333333333	1427.0	2.08687615527	4.0	1.0	0.991	1	1
NdelpA	ATT	I	L	0.0	0.826933099138	0.714285714286	0.106060606061	0.833333333333	0.910344827586	0.103448275862	1412.0	2.03512591625	5.0	0.0	0.0	0	0
NdelpA	ATC	I	L	0.0	0.826933099138	0.142857142857	0.0909090909091	0.909090909091	0.0758620689655	0.103448275862	1412.0	2.05658709107	7.0	0.0	0.0	0	0
LelonA	ATT	I	L	0.0	0.811711121284	0.333333333333	0.0526315789474	0.873684210526	0.405982905983	0.042735042735	2249.0	1.95680493658	5.0	0.0	0.0	0	0
LelonA	ATC	I	L	0.0	0.811711121284	0.2	0.0338983050847	0.932203389831	0.252136752137	0.042735042735	2249.0	1.96151202749	7.0	0.0	0.0	0	0
LelonA	ATA	I	L	0.0	0.811711121284	0.272727272727	0.0375	0.95	0.34188034188	0.042735042735	2249.0	1.96449704142	4.0	0.0	0.236	0	1
CpseuA	ATT	I	L	0.0	0.880252059497	1.0	0.0869565217391	0.739130434783	0.547619047619	0.0714285714286	434.0	1.87376335576	5.0	0.0	0.038	0	0
CpseuA	ATC	I	L	0.0	0.880252059497	1.0	0.1	0.9	0.238095238095	0.0714285714286	434.0	1.92090909091	7.0	0.0	0.046	0	0
CalimA	ATT	I	L	0.0	0.445373385827	0.5	0.0919540229885	0.804597701149	0.402777777778	0.125	2247.0	1.98763736264	5.0	0.0	0.0	0	0
CalimA	ATC	I	L	0.0	0.445373385827	0.454545454545	0.12962962963	0.777777777778	0.25	0.125	2247.0	2.02902078262	7.0	0.0	0.0	0	0
CalimA	ATA	I	L	0.0	0.445373385827	0.75	0.16	0.746666666667	0.347222222222	0.125	2247.0	2.0921736472	4.0	0.0	0.059	0	1
CchauA	ATT	I	L	0.0	0.598023135857	0.181818181818	0.0266666666667	0.92	0.373134328358	0.0398009950249	2250.0	1.92492980641	5.0	0.0	0.0	0	0
CchauA	ATC	I	L	0.0	0.598023135857	0.1	0.0294117647059	0.970588235294	0.169154228856	0.0398009950249	2250.0	1.9119266055	7.0	0.0	0.0	0	0
CchauA	ATA	I	L	0.0	0.598023135857	0.384615384615	0.054347826087	0.880434782609	0.457711442786	0.0398009950249	2250.0	1.79836969552	4.0	0.0	0.224	0	1
BcaliA	ATT	I	L	0.0	0.320969321705	0.583333333333	0.109090909091	0.790909090909	0.438247011952	0.0796812749004	2250.0	1.89133948094	5.0	0.0	0.0	0	0
BcaliA	ATA	I	L	0.0	0.320969321705	0.416666666667	0.0601503759398	0.827067669173	0.529880478088	0.0796812749004	2250.0	1.92532751092	4.0	0.0	0.19	0	1
SoctoA	ATT	I	L	0.0	0.593363613141	1.0	0.137931034483	0.603448275862	0.834532374101	0.136690647482	1425.0	1.72358936117	5.0	0.0	0.034	0	0
SoctoA	ATC	I	L	0.0	0.593363613141	0.5	0.130434782609	0.478260869565	0.165467625899	0.136690647482	1425.0	1.81536555143	7.0	0.0	0.0	0	0
CvartA	ATT	I	L	0.0	0.150114300802	0.692307692308	0.0909090909091	0.828877005348	0.779166666667	0.108333333333	2250.0	1.96244104452	5.0	0.0	0.0	0	0
CvartA	ATC	I	L	0.0	0.150114300802	0.375	0.230769230769	0.769230769231	0.0541666666667	0.108333333333	2250.0	2.38039215686	7.0	0.0	0.001	0	0
CvartA	ATA	I	L	0.0	0.150114300802	0.333333333333	0.15	0.775	0.166666666667	0.108333333333	2250.0	2.03548387097	4.0	0.0	0.073	0	1
CbuenA	ATT	I	L	0.0	0.237558301013	0.166666666667	0.0194174757282	0.95145631068	0.461883408072	0.0403587443946	2248.0	1.91953774706	5.0	0.0	0.0	0	0
CbuenA	ATC	I	L	0.0	0.237558301013	0.181818181818	0.0408163265306	0.938775510204	0.219730941704	0.0403587443946	2248.0	2.01314575646	7.0	0.0	0.0	0	0
CbuenA	ATA	I	L	0.0	0.237558301013	0.25	0.0704225352113	0.915492957746	0.318385650224	0.0403587443946	2248.0	1.98358335692	4.0	0.0	0.233	0	1
CdefoA	ATT	I	L	0.0	0.485617908245	0.583333333333	0.0963855421687	0.843373493976	0.389671361502	0.1220657277	2247.0	2.04311039484	5.0	0.0	0.0	0	0
CdefoA	ATC	I	L	0.0	0.485617908245	0.375	0.146341463415	0.756097560976	0.192488262911	0.1220657277	2247.0	2.12301493245	7.0	0.0	0.0	0	0
CdefoA	ATA	I	L	0.0	0.485617908245	0.666666666667	0.134831460674	0.730337078652	0.417840375587	0.1220657277	2247.0	1.95515752033	4.0	0.0	0.064	0	1
LdasiA	ATT	I	L	0.0	0.798798342714	0.428571428571	0.088	0.888	0.912408759124	0.0875912408759	1429.0	2.0418551169	5.0	0.0	0.0	0	0
LdasiA	ATC	I	L	0.0	0.798798342714	0.166666666667	0.0833333333333	0.833333333333	0.0875912408759	0.0875912408759	1429.0	2.08766233766	7.0	0.0	0.0	0	0
LkluyF	ATT	I	L	0.0	0.0431515355639	0.571428571429	0.0866141732283	0.889763779528	0.962121212121	0.0984848484848	1429.0	2.06619760932	5.0	0.0	0.0	0	0
LkluyF	ATC	I	L	0.0	0.0431515355639	0.5	0.4	0.6	0.0378787878788	0.0984848484848	1429.0	2.41634980989	7.0	0.0	0.005	0	0
LkluyE	ATT	I	L	0.0	0.297271835783	0.571428571429	0.096	0.88	0.954198473282	0.0992366412214	1429.0	2.07115414169	5.0	0.0	0.0	0	0
LkluyE	ATC	I	L	0.0	0.297271835783	0.333333333333	0.166666666667	0.833333333333	0.0458015267176	0.0992366412214	1429.0	2.28548644338	7.0	0.0	0.0	0	0
LkluyD	ATT	I	L	0.0	0.0273534833071	0.571428571429	0.0819672131148	0.893442622951	0.931297709924	0.0992366412214	1429.0	2.05543743602	5.0	0.0	0.0	0	0
LkluyD	ATC	I	L	0.0	0.0273534833071	0.4	0.333333333333	0.666666666667	0.0687022900763	0.0992366412214	1429.0	2.42569002123	7.0	0.0	0.004	0	0
LkluyC	ATT	I	L	0.0	0.0431515355639	0.571428571429	0.0866141732283	0.889763779528	0.962121212121	0.0984848484848	1429.0	2.06619760932	5.0	0.0	0.0	0	0
LkluyC	ATC	I	L	0.0	0.0431515355639	0.5	0.4	0.6	0.0378787878788	0.0984848484848	1429.0	2.41634980989	7.0	0.0	0.005	0	0
LkluyB	ATT	I	L	0.0	0.181818181818	1.0	0.151515151515	0.787878787879	0.942857142857	0.171428571429	434.0	2.0545755237	5.0	0.0	0.103	0	0
LkluyB	ATC	I	L	0.0	0.181818181818	1.0	0.5	0.5	0.0571428571429	0.171428571429	434.0	2.42465753425	7.0	0.0	0.158	0	0
LkluyA	ATT	I	L	0.0	0.0431515355639	0.571428571429	0.0866141732283	0.889763779528	0.962121212121	0.0984848484848	1429.0	2.06619760932	5.0	0.0	0.0	0	0
LkluyA	ATC	I	L	0.0	0.0431515355639	0.5	0.4	0.6	0.0378787878788	0.0984848484848	1429.0	2.41634980989	7.0	0.0	0.005	0	0
CdublA	ATT	I	L	0.0	0.605672171646	0.166666666667	0.0229885057471	0.977011494253	0.393665158371	0.0361990950226	2058.0	2.00528900642	5.0	0.0	0.0	0	0
CdublA	ATC	I	L	0.0	0.605672171646	0.125	0.0526315789474	0.894736842105	0.171945701357	0.0361990950226	2058.0	1.88471040351	7.0	0.0	0.0	0	0
CdublA	ATA	I	L	0.0	0.605672171646	0.333333333333	0.0416666666667	0.927083333333	0.434389140271	0.0361990950226	2058.0	1.9280901487	4.0	0.0	0.25	0	1
CorthB	ATT	I	L	0.0	0.160587891924	0.230769230769	0.0206896551724	0.944827586207	0.625	0.0215517241379	2250.0	1.97401453424	5.0	0.0	0.0	0	0
CorthB	ATC	I	L	0.0	0.160587891924	0.111111111111	0.0512820512821	0.948717948718	0.168103448276	0.0215517241379	2250.0	1.96275219865	7.0	0.0	0.0	0	0
CorthC	ATT	I	L	0.0	0.151266570353	0.230769230769	0.0204081632653	0.945578231293	0.633620689655	0.0215517241379	2250.0	1.97175467745	5.0	0.0	0.0	0	0
CorthC	ATC	I	L	0.0	0.151266570353	0.111111111111	0.0540540540541	0.945945945946	0.159482758621	0.0215517241379	2250.0	1.97277227723	7.0	0.0	0.0	0	0
CorthA	ATT	I	L	0.0	0.158988145476	0.230769230769	0.0206896551724	0.944827586207	0.625	0.0215517241379	2250.0	1.97092937895	5.0	0.0	0.0	0	0
CorthA	ATC	I	L	0.0	0.158988145476	0.111111111111	0.0540540540541	0.945945945946	0.159482758621	0.0215517241379	2250.0	1.96050510478	7.0	0.0	0.0	0	0
ClusiA	ATT	I	L	0.0	0.87792221484	0.2	0.0625	0.875	0.137931034483	0.0646551724138	2250.0	2.00658807212	5.0	0.0	0.0	0	0
ClusiA	ATA	I	L	0.0	0.87792221484	0.538461538462	0.0659898477157	0.908629441624	0.849137931034	0.0646551724138	2250.0	1.99873917334	4.0	0.0	0.205	0	1
MguilA	ATT	I	L	0.0	0.0443776345689	0.166666666667	0.0363636363636	0.909090909091	0.227272727273	0.0537190082645	2250.0	1.8818760857	5.0	0.0	0.0	0	0
MguilA	ATC	I	L	0.0	0.0443776345689	0.333333333333	0.230769230769	0.769230769231	0.0537190082645	0.0537190082645	2250.0	2.43079443079	7.0	0.0	0.001	0	0
MguilA	ATA	I	L	0.0	0.0443776345689	0.461538461538	0.0459770114943	0.913793103448	0.719008264463	0.0537190082645	2250.0	1.95605842161	4.0	0.0	0.196	0	1
SpastA	ATT	I	L	0.0	0.169938689166	0.714285714286	0.114035087719	0.842105263158	0.797202797203	0.111888111888	1429.0	2.09671179884	5.0	0.0	0.0	0	0
SpastA	ATC	I	L	0.0	0.169938689166	0.285714285714	0.0769230769231	0.846153846154	0.181818181818	0.111888111888	1429.0	1.9830007391	7.0	0.0	0.0	0	0
SpastA	ATA	I	L	0.0	0.169938689166	0.333333333333	0.333333333333	0.0	0.020979020979	0.111888111888	1429.0	1.88636363636	4.0	0.0	0.052	0	1
ScereC	ATT	I	L	0.0	0.307744528206	0.714285714286	0.113821138211	0.837398373984	0.831081081081	0.121621621622	1429.0	2.07788671024	5.0	0.0	0.0	0	0
ScereC	ATC	I	L	0.0	0.307744528206	0.333333333333	0.157894736842	0.842105263158	0.128378378378	0.121621621622	1429.0	2.17464358452	7.0	0.0	0.0	0	0
ScereC	ATA	I	L	0.0	0.307744528206	0.2	0.166666666667	0.333333333333	0.0405405405405	0.121621621622	1429.0	1.99677419355	4.0	0.0	0.074	0	1
ScereA	ATT	I	L	0.0	0.438223608138	0.714285714286	0.107438016529	0.842975206612	0.828767123288	0.109589041096	1429.0	2.07068870088	5.0	0.0	0.0	0	0
ScereA	ATC	I	L	0.0	0.438223608138	0.285714285714	0.105263157895	0.894736842105	0.130136986301	0.109589041096	1429.0	2.09969325153	7.0	0.0	0.0	0	0
ScereA	ATA	I	L	0.0	0.438223608138	0.2	0.166666666667	0.333333333333	0.041095890411	0.109589041096	1429.0	1.99677419355	4.0	0.0	0.076	0	1
ScereD	ATT	I	L	0.0	0.378504707592	0.714285714286	0.111111111111	0.837606837607	0.801369863014	0.109589041096	1429.0	2.07285959604	5.0	0.0	0.0	0	0
ScereD	ATC	I	L	0.0	0.378504707592	0.285714285714	0.0869565217391	0.913043478261	0.157534246575	0.109589041096	1429.0	2.08340353833	7.0	0.0	0.0	0	0
ScereD	ATA	I	L	0.0	0.378504707592	0.2	0.166666666667	0.333333333333	0.041095890411	0.109589041096	1429.0	1.99677419355	4.0	0.0	0.076	0	1
ScereE	ATT	I	L	0.0	0.0975055697895	0.714285714286	0.108333333333	0.841666666667	0.816326530612	0.122448979592	1429.0	2.06740587109	5.0	0.0	0.0	0	0
ScereE	ATC	I	L	0.0	0.0975055697895	0.4	0.142857142857	0.857142857143	0.142857142857	0.122448979592	1429.0	2.17501148369	7.0	0.0	0.0	0	0
ScereE	ATA	I	L	0.0	0.0975055697895	0.5	0.333333333333	0.333333333333	0.0408163265306	0.122448979592	1429.0	2.24959216966	4.0	0.0	0.062	0	1
DhansA	ATT	I	L	0.0	0.847850731699	0.416666666667	0.0806451612903	0.903225806452	0.269565217391	0.0652173913043	2250.0	2.05130562707	5.0	0.0	0.0	0	0
DhansA	ATA	I	L	0.0	0.847850731699	0.384615384615	0.0636942675159	0.891719745223	0.682608695652	0.0652173913043	2250.0	1.91929872433	4.0	0.0	0.21	0	1
CsalmA	ATT	I	L	0.0	0.850041171307	0.833333333333	0.147058823529	0.664705882353	0.699588477366	0.152263374486	2153.0	1.861526659	5.0	0.0	0.0	0	0
CsalmA	ATC	I	L	0.0	0.850041171307	0.142857142857	0.1	0.6	0.0411522633745	0.152263374486	2153.0	1.34801288937	7.0	0.0	0.0	0	0
CsalmA	ATA	I	L	0.0	0.850041171307	0.777777777778	0.174603174603	0.650793650794	0.259259259259	0.152263374486	2153.0	2.01839896708	4.0	0.0	0.046	0	1
LnothA	ATT	I	L	0.0	0.798825155302	0.571428571429	0.0859375	0.875	0.920863309353	0.0863309352518	1429.0	2.02638878477	5.0	0.0	0.0	0	0
LnothA	ATC	I	L	0.0	0.798825155302	0.2	0.0909090909091	0.909090909091	0.0791366906475	0.0863309352518	1429.0	2.19076655052	7.0	0.0	0.0	0	0
BcustA	ATT	I	L	0.0	0.768499214173	0.416666666667	0.125	0.857142857143	0.255707762557	0.13698630137	2247.0	2.1472356935	5.0	0.0	0.0	0	0
BcustA	ATC	I	L	0.0	0.768499214173	0.166666666667	0.142857142857	0.714285714286	0.0319634703196	0.13698630137	2247.0	1.48245614035	7.0	0.0	0.0	0	0
BcustA	ATA	I	L	0.0	0.768499214173	0.769230769231	0.141025641026	0.724358974359	0.712328767123	0.13698630137	2247.0	2.00076050885	4.0	0.0	0.061	0	1
CtheaA	ATT	I	L	0.0	0.495835551367	0.153846153846	0.016	0.96	0.541125541126	0.021645021645	2250.0	1.96996318608	5.0	0.0	0.0	0	0
CtheaA	ATC	I	L	0.0	0.495835551367	0.1	0.030303030303	0.939393939394	0.142857142857	0.021645021645	2250.0	1.97885572139	7.0	0.0	0.0	0	0
CtheaA	ATA	I	L	0.0	0.495835551367	0.1	0.027397260274	0.958904109589	0.316017316017	0.021645021645	2250.0	1.89390962672	4.0	0.0	0.328	0	1
AgossA	ATT	I	L	0.0	7.46705486078e-09	0.857142857143	0.0810810810811	0.817567567568	0.770833333333	0.130208333333	1427.0	1.93899583767	5.0	0.0	0.237	0	0
AgossA	ATA	I	L	0.0	7.46705486078e-09	0.833333333333	0.302325581395	0.116279069767	0.223958333333	0.130208333333	1427.0	2.04696071977	4.0	1.0	0.992	1	1
MingeA	ATT	I	L	0.0	0.328735925268	0.666666666667	0.0967741935484	0.806451612903	0.378048780488	0.130081300813	2249.0	2.02268316351	5.0	0.0	0.0	0	0
MingeA	ATA	I	L	0.0	0.328735925268	0.833333333333	0.156462585034	0.741496598639	0.59756097561	0.130081300813	2249.0	2.0342309111	4.0	0.0	0.059	0	1
ScastA	ATT	I	L	0.0	0.000314584098968	0.571428571429	0.100775193798	0.837209302326	0.816455696203	0.126582278481	1426.0	2.02529573692	5.0	0.0	0.075	0	0
ScastA	ATC	I	L	0.0	0.000314584098968	0.25	0.2	0.8	0.0316455696203	0.126582278481	1426.0	2.43495145631	7.0	0.0	0.128	0	0
ScastA	ATA	I	L	0.0	0.000314584098968	0.6	0.25	0.125	0.151898734177	0.126582278481	1426.0	1.84852118305	4.0	0.0	0.238	0	1
CmaltA	ATT	I	L	0.0	0.944581636454	0.25	0.0588235294118	0.905882352941	0.36170212766	0.0553191489362	2250.0	2.023875	5.0	0.0	0.0	0	0
CmaltA	ATA	I	L	0.0	0.944581636454	0.461538461538	0.0579710144928	0.898550724638	0.587234042553	0.0553191489362	2250.0	1.94019119855	4.0	0.0	0.208	0	1
KmarxA	ATT	I	L	0.0	0.780511471451	1.0	0.129032258065	0.806451612903	0.837837837838	0.135135135135	434.0	1.98884976526	5.0	0.0	0.041	0	0
KmarxA	ATC	I	L	0.0	0.780511471451	1.0	0.166666666667	0.833333333333	0.162162162162	0.135135135135	434.0	2.07283763278	7.0	0.0	0.053	0	0

### Alignment improvement:
ATA	Leu	2.60e-02


### Prediction Prob. range for Positive :[ 0.991 - 0.992 ]

